timestamp,model,dataset,nrows,accuracy,f1,co2eq_kg,co2eq_codecarbon_kg,cpu_power_hw_w,cpu_energy_hw_wh,gpu_energy_wh,ram_energy_wh,training_time_s
2026-05-24 05:31:03,LogisticRegression,higgs,1000,0.635,0.6295,1.1174744882795322e-05,3.6008660773141186e-06,45.5113,0.021739,0.001864,0.005726,0.01
2026-05-24 05:31:53,RandomForest,higgs,1000,0.64,0.638,1.5157180174186484e-05,5.502097412281423e-06,45.2976,0.027972,0.003726,0.008085,0.45
2026-05-24 05:32:42,XGBoost,higgs,1000,0.66,0.6581,1.6819665653387323e-05,5.983305817971531e-06,57.2132,0.030808,0.006516,0.006822,0.23
2026-05-24 05:33:31,XGBoost_GPU,higgs,1000,0.645,0.6442,2.0350351894081592e-05,9.124687346059217e-06,52.5984,0.032744,0.011725,0.008945,0.61
2026-05-24 05:34:24,MLP_PyTorch,higgs,1000,0.565,0.5635,3.5456259342517826e-05,1.6134218586277735e-05,60.5862,0.057145,0.021171,0.014745,1.65
2026-05-24 05:39:30,LogisticRegression,higgs,10000,0.641,0.6364,9.659603380261054e-06,3.70260525951244e-06,36.9023,0.017509,0.002077,0.005768,0.04
2026-05-24 05:40:20,RandomForest,higgs,10000,0.7195,0.7193,2.648975592528617e-05,7.706047104135915e-06,74.7802,0.052869,0.005675,0.010983,0.97
2026-05-24 05:41:09,XGBoost,higgs,10000,0.715,0.7148,2.9426878077068012e-05,8.521089040526437e-06,94.0963,0.058087,0.010157,0.008992,0.62
2026-05-24 05:41:59,XGBoost_GPU,higgs,10000,0.7175,0.7175,2.8037837664607786e-05,1.3981420784030909e-05,53.7924,0.040911,0.021261,0.011418,1.05
2026-05-24 05:42:51,MLP_PyTorch,higgs,10000,0.655,0.6484,3.675909864142278e-05,1.935021958613579e-05,46.5499,0.051584,0.026772,0.018124,2.26
2026-05-24 05:48:07,LogisticRegression,higgs,100000,0.6404,0.6364,1.2122273427467566e-05,4.815497833817297e-06,39.116,0.021524,0.003071,0.007222,0.3
2026-05-24 05:49:07,RandomForest,higgs,100000,0.7238,0.7236,0.00018640036781465436,0.00010767575459804598,111.8309,0.383514,0.04106,0.064666,10.64
2026-05-24 05:49:57,XGBoost,higgs,100000,0.7181,0.718,4.2405004531638246e-05,2.1536794007674017e-05,88.7296,0.078768,0.018691,0.01384,1.49
2026-05-24 05:50:47,XGBoost_GPU,higgs,100000,0.7157,0.7154,3.949682433325381e-05,2.1019923735553882e-05,55.8749,0.053812,0.03467,0.015184,1.73
2026-05-24 05:51:52,MLP_PyTorch,higgs,100000,0.714,0.7136,0.00019647928682779326,8.766241474384703e-05,73.5163,0.324977,0.105573,0.085144,14.32
2026-05-24 05:52:47,LogisticRegression,higgs,500000,0.6432,0.6386,2.9687632979579164e-05,1.3713969573123193e-05,42.5096,0.048047,0.011089,0.018784,2.38
2026-05-24 05:55:06,RandomForest,higgs,500000,0.7331,0.7329,0.0013994481792019284,0.0008887048644464201,114.6525,2.86326,0.331037,0.478795,88.25
2026-05-24 05:56:00,XGBoost,higgs,500000,0.7391,0.7389,9.759422654266326e-05,5.730889794454381e-05,105.0087,0.191299,0.032812,0.032042,4.76
2026-05-24 05:56:51,XGBoost_GPU,higgs,500000,0.7392,0.739,5.087810805030403e-05,2.8833243420958358e-05,58.6129,0.064788,0.050441,0.018309,2.29
2026-05-24 05:59:02,MLP_PyTorch,higgs,500000,0.7528,0.7526,0.0008430414391636334,0.00041935207059068646,55.9315,1.264083,0.513828,0.434797,79.83
2026-05-24 06:00:02,LogisticRegression,higgs,1000000,0.6432,0.6387,5.716011915369405e-05,2.8128213235394615e-05,42.2892,0.08851,0.023729,0.037787,5.8
2026-05-24 06:01:01,XGBoost,higgs,1000000,0.7451,0.7449,0.0001778210343881765,0.00011144891296236346,109.3127,0.351452,0.055352,0.059918,9.78
2026-05-24 06:01:53,XGBoost_GPU,higgs,1000000,0.7433,0.7431,6.553729653209718e-05,3.9621469725386136e-05,59.4099,0.075418,0.074675,0.021921,2.94
2026-05-24 06:05:18,MLP_PyTorch,higgs,1000000,0.7595,0.7589,0.0015282167255113125,0.0007883995334214249,51.6371,2.217632,0.966374,0.827062,152.98
2026-05-24 06:06:50,LogisticRegression,higgs,5000000,0.6415,0.6369,0.0003029096331627549,0.000152526192218498,44.0875,0.459937,0.135735,0.199367,35.89
2026-05-24 06:08:47,XGBoost,higgs,5000000,0.7568,0.7566,0.0009964393800775222,0.000673294673245615,106.3438,1.991754,0.264175,0.359397,65.75
2026-05-24 06:09:47,XGBoost_GPU,higgs,5000000,0.7571,0.7569,0.0001897705866467855,0.00013852373004172888,59.7211,0.166447,0.280288,0.05135,8.24
2026-05-24 06:37:56,MLP_PyTorch,higgs,5000000,0.7785,0.778,0.01558820791750054,0.008336087148825238,48.3647,21.906781,10.26009,8.74706,1629.09
2026-05-24 06:40:16,LogisticRegression,higgs,11000000,0.6414,0.6368,0.0007033270062404373,0.00035997831474132567,43.5316,1.053325,0.32695,0.465727,85.34
2026-05-24 06:43:44,XGBoost,higgs,11000000,0.7598,0.7596,0.0023239242357105585,0.001590447968675212,105.7755,4.647745,0.604741,0.847052,156.61
2026-05-24 06:44:50,XGBoost_GPU,higgs,11000000,0.7601,0.7599,0.0003802616117973413,0.00028894982375767903,58.9432,0.309797,0.590111,0.098153,17.17
2026-05-24 08:53:38,MLP_PyTorch,higgs,11000000,0.7852,0.785,0.07314474889595685,0.03927024568456406,48.1152,102.382862,48.504002,41.094104,7658.67
