2026-05-14 21:42:54,MLP_1x128,higgs,11000000,0.7301,0.729,0.12851281847930304,0.07262372208791473,54.6296,166.166052,112.370552,58.767381,10948.28
2026-05-14 23:59:34,MLP_2x128,higgs,11000000,0.7569,0.7567,0.09708655793527897,0.05625452908528072,53.4946,121.750859,89.099196,43.970308,8191.55
2026-05-15 01:38:46,MLP_3x128,higgs,11000000,0.7574,0.7566,0.07142661668901601,0.04134473357779154,54.2522,89.627208,65.847675,31.996552,5945.75
2026-05-15 03:21:51,MLP_4x128,higgs,11000000,0.7569,0.7561,0.0741863130580469,0.043093666672345536,53.9802,92.654609,68.898523,33.1616,6177.48
2026-05-15 06:01:09,MLP_1x256,higgs,11000000,0.7375,0.7369,0.11297974346148124,0.06554626815471315,53.3068,141.445566,103.833723,51.255471,9550.67
2026-05-15 09:06:48,MLP_2x256,higgs,11000000,0.7675,0.7673,0.13369061716741334,0.07800754249856569,53.6294,165.869838,125.278087,59.746083,11132.76
2026-05-15 12:57:45,MLP_3x256,higgs,11000000,0.7712,0.7709,0.16959127312099948,0.09902149089982534,54.5244,209.784919,161.001731,74.334802,13849.54
2026-05-15 16:46:43,MLP_4x256,higgs,11000000,0.7718,0.7713,0.1691130770990867,0.10005568687792807,53.9094,205.630702,164.535107,73.700535,13730.16
2026-05-15 20:08:01,MLP_1x512,higgs,11000000,0.7438,0.7431,0.1440616442385113,0.08380398061621981,53.5376,179.543323,133.779306,64.791923,12071.35
2026-05-16 00:10:42,MLP_2x512,higgs,11000000,0.7756,0.7755,0.18143224589996254,0.10791085680082645,54.1068,218.755932,179.344771,78.099417,14553.18
2026-05-16 05:49:55,MLP_3x512,higgs,11000000,0.7813,0.7811,0.2613740361275695,0.159995811562719,53.4433,302.06587,274.768946,109.186276,20345.73
2026-05-16 12:16:49,MLP_4x512,higgs,11000000,0.7826,0.7824,0.30992503058214876,0.1934682196783301,53.7826,346.719466,342.180308,124.551751,23206.45
