timestamp,model,dataset,nrows,accuracy,f1,co2eq_kg,co2eq_codecarbon_kg,cpu_power_hw_w,cpu_energy_hw_wh,gpu_energy_wh,ram_energy_wh,training_time_s
2026-05-24 11:56:23,LR_default,higgs,1000,0.635,0.6295,1.2617611846850237e-05,4.064957810558721e-06,51.1472,0.024288,0.00317,0.005659,0.01
2026-05-24 11:56:30,RF_default,higgs,1000,0.625,0.6226,1.211919591503116e-05,4.844657360771559e-06,42.6761,0.021121,0.004446,0.006242,0.11
2026-05-24 11:56:37,XGB_default,higgs,1000,0.65,0.6481,1.5096662686745567e-05,5.695853809314733e-06,54.8969,0.027181,0.00602,0.006422,0.15
2026-05-24 11:56:44,XGB_GPU_default,higgs,1000,0.63,0.6294,1.9979987833118313e-05,8.127877780686773e-06,60.0572,0.034369,0.01032,0.007753,0.38
2026-05-24 11:56:53,MLP_default,higgs,1000,0.615,0.6153,3.4036372175612395e-05,1.4485626735828214e-05,58.005,0.056664,0.016366,0.016304,1.93
2026-05-24 11:57:07,LR_default,higgs,5000,0.622,0.6164,1.232763742230512e-05,4.195408702933608e-06,46.9007,0.023216,0.003466,0.005674,0.02
2026-05-24 11:57:14,RF_default,higgs,5000,0.66,0.6595,1.3049029458417285e-05,4.918540816470865e-06,47.5502,0.023427,0.004399,0.006423,0.15
2026-05-24 11:57:21,XGB_default,higgs,5000,0.69,0.6898,1.3085339354520463e-05,4.6911455897243055e-06,49.7715,0.024398,0.003793,0.006154,0.1
2026-05-24 11:57:28,XGB_GPU_default,higgs,5000,0.676,0.6751,1.9822704240077584e-05,8.279341877403103e-06,53.3661,0.033516,0.010123,0.008389,0.51
2026-05-24 11:57:36,MLP_default,higgs,5000,0.613,0.6097,1.999293067890463e-05,8.35595704297806e-06,47.8696,0.033737,0.008918,0.00982,0.76
2026-05-24 11:57:50,LR_default,higgs,10000,0.641,0.6364,1.2675758431698358e-05,4.091622951550857e-06,48.6278,0.024408,0.003097,0.005765,0.03
2026-05-24 11:57:57,RF_default,higgs,10000,0.7185,0.7184,1.4118032299807437e-05,5.1804286724187445e-06,52.1604,0.025717,0.004408,0.006931,0.24
2026-05-24 11:58:04,XGB_default,higgs,10000,0.721,0.7208,1.3307891737190169e-05,4.669625412865483e-06,50.8404,0.024906,0.003797,0.006227,0.12
2026-05-24 11:58:11,XGB_GPU_default,higgs,10000,0.714,0.714,1.9681123688926743e-05,7.78423515491434e-06,56.0702,0.034415,0.009143,0.008098,0.46
2026-05-24 11:58:19,MLP_default,higgs,10000,0.6635,0.6591,2.694238989523158e-05,1.2368231703070261e-05,50.3441,0.04286,0.013831,0.014024,1.51
2026-05-24 11:58:34,LR_default,higgs,50000,0.6362,0.6317,1.3874645873931167e-05,5.007943478203073e-06,51.8291,0.025401,0.004482,0.006533,0.17
2026-05-24 11:58:42,RF_default,higgs,50000,0.7148,0.7148,3.154637244029199e-05,1.1460687894404166e-05,71.0626,0.058556,0.011481,0.012762,1.29
2026-05-24 11:58:49,XGB_default,higgs,50000,0.7187,0.7186,1.4933385450551438e-05,5.133504131264431e-06,57.4619,0.028136,0.004431,0.006628,0.18
2026-05-24 11:58:56,XGB_GPU_default,higgs,50000,0.7191,0.719,2.116493679712605e-05,9.05737244725e-06,59.7199,0.035073,0.011858,0.008619,0.55
2026-05-24 11:59:11,MLP_default,higgs,50000,0.6984,0.6987,0.00011261733623410276,5.1940491751229676e-05,61.8908,0.177105,0.064891,0.053587,8.64
2026-05-24 11:59:26,LR_default,higgs,100000,0.6404,0.6364,1.4639659914739661e-05,5.905436066037027e-06,43.7118,0.025328,0.005712,0.007384,0.33
2026-05-24 11:59:36,RF_default,higgs,100000,0.7172,0.7172,5.265371288862935e-05,3.1135506818116066e-05,77.9146,0.097079,0.020354,0.020766,2.73
2026-05-24 11:59:43,XGB_default,higgs,100000,0.7255,0.7254,1.6794842100633266e-05,5.584527663474908e-06,56.8804,0.031948,0.005128,0.007005,0.25
2026-05-24 11:59:50,XGB_GPU_default,higgs,100000,0.7214,0.7212,1.9433477954457094e-05,8.572392415061212e-06,51.0743,0.031446,0.011436,0.008125,0.46
2026-05-24 12:00:18,MLP_default,higgs,100000,0.7105,0.7104,0.0002661179624128757,0.00011839362035351409,70.4461,0.434462,0.14774,0.11627,20.43
2026-05-24 12:00:35,LR_default,higgs,500000,0.6432,0.6386,4.0570901975607505e-05,1.8931206727887113e-05,49.7976,0.063752,0.021324,0.02141,2.84
2026-05-24 12:01:05,RF_default,higgs,500000,0.7322,0.7321,0.00037222189538637024,0.00024635607568630324,104.7118,0.704051,0.146072,0.126837,22.51
2026-05-24 12:01:13,XGB_default,higgs,500000,0.7385,0.7383,2.8499165450963157e-05,9.002952089116347e-06,78.4077,0.055227,0.008948,0.010626,0.91
2026-05-24 12:01:20,XGB_GPU_default,higgs,500000,0.7373,0.7371,2.561874893271899e-05,1.1494253201885926e-05,61.432,0.040721,0.016788,0.009732,0.75
2026-05-24 12:04:43,MLP_default,higgs,500000,0.7491,0.7481,0.002310832097790755,0.00106943366370384,66.5075,3.628628,1.383166,1.053382,194.64
2026-05-24 12:05:04,LR_default,higgs,1000000,0.6432,0.6387,7.135877180807386e-05,3.728326400383653e-05,45.5418,0.102847,0.043561,0.040886,6.36
2026-05-24 12:05:13,XGB_default,higgs,1000000,0.7375,0.7373,4.523626333396669e-05,2.3495146864193205e-05,86.3442,0.086604,0.015813,0.016313,1.93
2026-05-24 12:05:21,XGB_GPU_default,higgs,1000000,0.7387,0.7385,3.136499473274462e-05,1.4673829076115901e-05,67.1166,0.048407,0.022524,0.011392,1.04
2026-05-24 12:13:30,MLP_default,higgs,1000000,0.755,0.7551,0.005287759234980283,0.002519507553979494,60.789,8.148254,3.14263,2.587749,480.91
2026-05-24 12:14:23,LR_default,higgs,5000000,0.6415,0.6369,0.00042570936380840823,0.00029010766858758206,46.9806,0.489691,0.218956,0.408701,35.8
2026-05-24 12:14:43,XGB_default,higgs,5000000,0.7415,0.7413,0.0002109191562023055,0.00014580577921110614,100.4293,0.400383,0.077345,0.075866,12.65
2026-05-24 12:14:53,XGB_GPU_default,higgs,5000000,0.7418,0.7416,6.322651762221585e-05,4.465532162636342e-05,59.1551,0.077783,0.065992,0.022174,2.99
2026-05-24 12:46:27,MLP_default,higgs,5000000,0.7646,0.7639,0.01915897232786787,0.009324662216766016,55.8064,29.164953,11.022709,10.098355,1879.66
2026-05-24 12:48:07,LR_default,higgs,11000000,0.6414,0.6368,0.000780312145883983,0.00045099820351337486,42.2701,1.018036,0.479135,0.550892,85.06
2026-05-24 12:48:44,XGB_default,higgs,11000000,0.7411,0.7409,0.000469285156145052,0.0003236232227874772,102.9257,0.898086,0.165358,0.168276,29.8
2026-05-24 12:48:58,XGB_GPU_default,higgs,11000000,0.7411,0.7409,0.0001228175919665402,8.174743479653096e-05,68.7181,0.153401,0.128488,0.040467,6.28
2026-05-24 15:09:52,MLP_default,higgs,11000000,0.7686,0.7686,0.08476958779698149,0.04145593608755662,54.9435,128.684946,48.541094,45.266316,8429.91
